EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,StandardHours,EmployeeCount,Over18,DateOfJoining,Attrition
EMP0555,45,Male,Married,Human Resources,HR Manager,Life Sciences,4,Travel_Rarely,97464,147,1013,3025,20,3,3,1,1,4,2,4,1,28,8,5,9,4,1,9,Yes,18,80,1,Y,11-12-1995,No
EMP0556,40,Female,Divorced,Marketing,Marketing Executive,Human Resources,3,Non-Travel,43742,68,864,4051,20,1,1,1,2,1,4,1,2,6,1,11,13,2,1,0,Yes,16,80,1,Y,19-08-2017,No
EMP0557,25,Female,Divorced,Operations,Logistics Executive,Human Resources,2,Travel_Rarely,26831,73,945,5621,24,2,1,1,4,4,3,2,1,27,0,11,0,37,0,4,No,2,80,1,Y,21-06-1996,Yes
EMP0558,47,Male,Single,Operations,Supply Chain Manager,Other,1,Travel_Rarely,128768,131,1246,22947,19,3,3,2,3,1,2,3,3,8,10,11,14,14,2,3,Yes,23,80,1,Y,28-11-2015,No
EMP0559,59,Female,Married,Marketing,Marketing Manager,Other,1,Travel_Rarely,100092,111,1129,16405,17,0,1,2,3,2,3,3,2,27,14,0,5,34,2,4,No,17,80,1,Y,04-04-1996,No
EMP0560,53,Male,Divorced,IT,Data Engineer,Marketing,3,Travel_Rarely,105879,65,1162,26776,17,2,4,4,4,2,2,4,4,5,0,4,12,22,3,8,Yes,16,80,1,Y,07-05-2018,No
EMP0561,57,Male,Divorced,Marketing,Marketing Executive,Technical Degree,5,Travel_Frequently,103370,48,1468,6403,24,0,1,3,3,2,1,1,1,28,6,9,13,32,2,2,No,19,80,1,Y,08-10-1995,No
EMP0562,58,Male,Married,Operations,Operations Manager,Technical Degree,3,Travel_Frequently,141537,120,1383,5323,20,1,4,4,3,2,3,4,3,16,14,9,12,1,2,0,No,5,80,1,Y,29-09-2007,No
EMP0563,54,Male,Divorced,Research & Development,Research Scientist,Life Sciences,4,Non-Travel,119824,74,572,21742,18,2,3,3,2,1,2,1,2,15,5,11,15,35,0,2,Yes,28,80,1,Y,29-08-2008,No
EMP0564,57,Female,Divorced,Finance,Finance Manager,Technical Degree,3,Non-Travel,103741,113,484,24525,22,1,4,3,3,3,4,3,3,22,9,6,0,20,5,3,Yes,23,80,1,Y,25-06-2001,No
EMP0565,24,Female,Married,Sales,Account Manager,Life Sciences,1,Non-Travel,33830,50,720,7017,22,1,1,3,2,1,4,1,2,30,11,0,13,13,1,1,No,6,80,1,Y,02-01-1994,No
EMP0566,30,Female,Divorced,Research & Development,Research Scientist,Human Resources,5,Travel_Frequently,70044,52,896,8435,18,1,2,4,1,2,4,3,2,2,12,9,12,13,5,0,No,24,80,1,Y,31-10-2021,No
EMP0567,29,Male,Married,Marketing,Marketing Manager,Marketing,5,Travel_Rarely,88948,123,1006,25705,19,3,4,2,3,3,2,1,1,20,14,8,9,10,6,0,Yes,17,80,1,Y,01-09-2003,Yes
EMP0568,54,Female,Divorced,IT,IT Manager,Marketing,3,Travel_Frequently,84202,118,846,21355,12,0,1,2,1,4,3,4,4,25,16,12,9,3,6,7,No,16,80,1,Y,24-06-1998,No
EMP0569,27,Male,Married,Human Resources,Recruiter,Human Resources,4,Travel_Frequently,52045,124,335,17492,24,2,2,2,3,1,1,3,2,21,12,6,3,29,0,3,No,16,80,1,Y,25-05-2002,No
EMP0570,25,Male,Divorced,Marketing,Marketing Executive,Other,1,Non-Travel,122509,56,295,15170,18,3,3,2,4,4,1,2,3,11,1,14,13,35,4,1,Yes,7,80,1,Y,30-08-2012,No
EMP0571,34,Male,Divorced,IT,Software Engineer,Medical,2,Non-Travel,30198,127,1342,21729,18,0,3,4,4,2,2,2,2,12,17,3,11,19,3,9,Yes,16,80,1,Y,18-12-2011,No
EMP0572,23,Male,Married,Finance,Accountant,Medical,5,Non-Travel,84521,101,473,7816,23,3,5,1,1,4,2,3,4,10,10,10,5,15,3,2,No,9,80,1,Y,24-09-2013,No
EMP0573,26,Male,Divorced,Marketing,Marketing Executive,Technical Degree,3,Travel_Rarely,121471,48,1077,6604,15,0,3,3,1,3,2,2,3,15,4,3,14,33,3,7,No,23,80,1,Y,14-05-2008,No
EMP0574,48,Male,Married,Operations,Logistics Executive,Other,4,Travel_Rarely,44475,70,1049,5424,15,2,5,2,1,3,3,3,2,7,3,10,4,7,5,5,Yes,6,80,1,Y,15-11-2016,No
EMP0575,53,Female,Married,Human Resources,HR Manager,Life Sciences,4,Travel_Frequently,34403,55,1400,22484,14,2,3,2,4,3,4,4,2,1,1,14,9,19,1,7,Yes,16,80,1,Y,10-04-2022,No
EMP0576,42,Female,Divorced,IT,Data Engineer,Marketing,1,Travel_Rarely,18681,57,983,16628,24,2,3,4,1,1,3,4,1,29,15,9,8,20,1,9,Yes,9,80,1,Y,02-02-1994,No
EMP0577,29,Female,Single,IT,Software Engineer,Technical Degree,5,Non-Travel,106555,93,1361,26935,15,2,3,3,4,4,3,1,4,29,6,6,9,39,1,4,No,29,80,1,Y,24-09-1994,No
EMP0578,59,Female,Divorced,IT,IT Manager,Human Resources,1,Travel_Rarely,133884,97,331,13861,12,0,5,2,1,4,2,2,2,11,7,5,11,29,3,2,Yes,4,80,1,Y,06-05-2012,No
EMP0579,29,Male,Single,Finance,CFO,Other,2,Travel_Rarely,108122,124,1267,14501,12,3,5,1,2,4,1,2,4,9,7,2,3,35,3,5,No,28,80,1,Y,18-06-2014,No
EMP0580,24,Male,Single,Marketing,Marketing Executive,Marketing,2,Travel_Rarely,130260,109,1346,21861,15,2,4,2,2,2,3,2,2,10,1,13,3,4,5,9,Yes,26,80,1,Y,20-01-2013,No
EMP0581,24,Female,Divorced,Finance,Finance Analyst,Life Sciences,2,Travel_Rarely,120386,80,1359,25566,21,2,1,3,3,1,1,3,3,14,14,8,12,20,5,7,Yes,22,80,1,Y,29-07-2009,No
EMP0582,43,Female,Single,Sales,Sales Executive,Life Sciences,4,Non-Travel,108246,103,572,25824,23,2,1,1,2,1,2,4,4,15,4,14,13,37,6,4,No,6,80,1,Y,23-07-2008,No
EMP0583,27,Female,Married,Sales,Sales Director,Medical,5,Non-Travel,110864,131,1349,23042,13,1,1,4,1,4,3,2,3,16,9,5,11,22,3,4,Yes,26,80,1,Y,16-10-2007,No
EMP0584,23,Female,Married,Marketing,Brand Manager,Technical Degree,1,Travel_Frequently,23417,77,1007,4812,11,2,3,1,2,1,4,1,4,25,8,10,12,18,4,2,No,14,80,1,Y,19-02-1998,Yes
EMP0585,44,Female,Single,Operations,Supply Chain Manager,Human Resources,1,Travel_Frequently,133888,39,943,2044,19,2,1,3,2,4,4,2,3,1,7,1,12,9,4,2,Yes,3,80,1,Y,11-12-2022,No
EMP0586,23,Female,Married,Finance,Finance Manager,Marketing,2,Travel_Frequently,89499,138,250,19017,12,0,5,3,1,4,3,1,2,11,4,9,1,26,6,7,Yes,23,80,1,Y,28-03-2012,Yes
EMP0587,59,Female,Divorced,Human Resources,Recruiter,Life Sciences,5,Travel_Rarely,145908,102,1360,11402,24,1,4,1,2,4,4,2,3,25,12,14,8,34,5,0,Yes,17,80,1,Y,16-04-1998,No
EMP0588,38,Female,Married,IT,IT Manager,Marketing,5,Travel_Rarely,42675,68,1381,25188,22,0,2,2,1,3,3,2,3,22,13,11,9,12,3,3,Yes,11,80,1,Y,05-11-2001,No
EMP0589,56,Male,Single,IT,IT Manager,Human Resources,3,Non-Travel,26332,129,255,21152,24,3,4,3,2,2,4,4,2,17,7,1,16,8,1,8,Yes,24,80,1,Y,29-08-2006,No
EMP0590,55,Male,Divorced,Marketing,Marketing Executive,Marketing,5,Travel_Frequently,34177,144,943,10785,20,1,1,1,1,1,2,1,4,31,15,0,9,16,1,5,No,8,80,1,Y,07-05-1992,Yes
EMP0591,44,Male,Married,Operations,Operations Manager,Technical Degree,5,Non-Travel,145560,129,627,26259,12,0,1,3,4,2,4,2,3,2,4,10,12,30,4,5,No,8,80,1,Y,09-02-2021,No
EMP0592,51,Male,Divorced,Sales,Sales Manager,Medical,1,Travel_Frequently,72104,48,642,16581,24,0,5,2,4,3,4,1,1,2,0,4,0,23,4,9,No,25,80,1,Y,02-08-2021,No
EMP0593,29,Female,Single,Sales,Account Manager,Marketing,5,Travel_Frequently,99335,93,525,3926,14,3,4,2,3,1,2,1,1,29,16,9,1,18,3,6,Yes,4,80,1,Y,29-09-1994,Yes
EMP0594,43,Male,Married,IT,System Admin,Other,5,Travel_Frequently,129938,48,839,2856,12,3,5,1,2,4,2,4,3,0,9,5,16,29,3,6,Yes,15,80,1,Y,01-07-2023,No
EMP0595,57,Female,Divorced,Marketing,Marketing Manager,Medical,1,Travel_Rarely,95730,105,1028,7988,17,2,5,4,3,2,4,4,3,29,4,2,12,4,1,5,Yes,16,80,1,Y,13-12-1994,No
EMP0596,26,Male,Divorced,Finance,Finance Manager,Human Resources,5,Travel_Frequently,43333,91,279,10743,22,2,2,4,1,3,1,1,3,31,6,3,16,7,5,8,Yes,22,80,1,Y,02-02-1992,No
EMP0597,34,Female,Married,Sales,Account Manager,Medical,1,Travel_Frequently,36673,42,673,26231,20,1,5,2,4,1,1,4,4,27,15,4,12,36,2,7,No,11,80,1,Y,18-09-1996,No
EMP0598,50,Female,Divorced,Finance,CFO,Marketing,3,Travel_Rarely,129421,54,576,6138,11,1,5,4,1,1,3,2,2,20,2,3,16,35,5,7,No,28,80,1,Y,10-11-2003,No
EMP0599,52,Male,Divorced,Operations,Operations Analyst,Marketing,4,Travel_Frequently,55870,129,1118,13080,21,3,2,2,3,2,4,2,1,12,11,8,13,24,6,1,Yes,7,80,1,Y,06-09-2011,Yes
EMP0600,37,Male,Single,Sales,Sales Executive,Other,1,Travel_Rarely,142536,118,532,18082,12,1,3,4,1,2,3,4,1,26,13,11,9,4,1,6,No,18,80,1,Y,17-02-1997,No
EMP0601,51,Female,Single,Sales,Sales Executive,Life Sciences,1,Travel_Rarely,86101,121,1398,22658,21,2,3,2,1,1,2,1,4,6,0,2,1,32,5,0,Yes,6,80,1,Y,25-05-2017,Yes
EMP0602,37,Female,Single,Research & Development,Lab Technician,Other,5,Non-Travel,37821,71,640,16870,15,3,2,3,1,1,4,2,3,21,6,4,13,21,1,9,Yes,24,80,1,Y,24-07-2002,No
EMP0603,33,Female,Single,Sales,Sales Executive,Marketing,1,Travel_Rarely,40494,146,325,2606,12,0,5,1,1,3,2,3,3,9,17,6,16,24,3,7,Yes,4,80,1,Y,27-12-2014,No
EMP0604,38,Male,Single,Human Resources,Recruiter,Medical,2,Travel_Rarely,114477,68,418,10863,19,3,1,1,4,4,4,1,2,14,3,11,4,28,2,2,No,5,80,1,Y,11-10-2009,No
EMP0605,37,Male,Single,Marketing,Brand Manager,Other,2,Travel_Rarely,141083,59,1147,7022,14,1,4,4,1,4,4,1,2,14,15,11,2,29,2,8,Yes,24,80,1,Y,16-08-2009,No
EMP0606,33,Female,Married,Marketing,Content Writer,Other,3,Travel_Frequently,127698,34,477,18400,19,2,1,1,1,3,2,3,1,3,10,6,15,29,6,4,No,3,80,1,Y,08-03-2020,No
EMP0607,29,Male,Single,Finance,Accountant,Life Sciences,1,Non-Travel,126560,110,794,24118,21,2,1,4,4,1,4,3,2,31,17,13,4,30,3,6,No,6,80,1,Y,08-11-1992,No
EMP0608,41,Female,Divorced,Operations,Operations Analyst,Marketing,5,Travel_Frequently,146907,47,1134,21257,22,0,5,2,1,2,4,1,1,22,15,5,7,33,0,6,Yes,14,80,1,Y,18-06-2001,No
EMP0609,24,Male,Married,Sales,Sales Manager,Marketing,5,Travel_Rarely,33646,136,340,26149,11,0,4,3,1,2,3,3,4,5,6,8,5,27,3,8,No,1,80,1,Y,31-08-2018,Yes
EMP0610,37,Male,Divorced,Human Resources,HR Director,Human Resources,4,Travel_Rarely,138777,140,1045,7149,11,3,4,1,3,1,2,4,3,23,2,14,14,9,4,1,Yes,20,80,1,Y,02-01-2001,No
EMP0611,51,Male,Single,Finance,Finance Analyst,Life Sciences,3,Non-Travel,92360,50,1207,7311,11,2,3,3,4,3,1,4,3,19,4,6,2,3,5,3,No,14,80,1,Y,15-12-2004,No
EMP0612,44,Male,Single,Research & Development,Lab Technician,Human Resources,5,Non-Travel,52335,115,1076,4484,24,0,2,1,2,1,1,1,1,19,17,10,8,32,2,7,Yes,6,80,1,Y,14-03-2004,No
EMP0613,49,Male,Divorced,Finance,Accountant,Human Resources,4,Travel_Rarely,84351,132,309,24706,14,0,5,2,1,2,4,4,3,11,16,3,10,16,6,4,Yes,3,80,1,Y,16-01-2012,No
EMP0614,26,Female,Divorced,Finance,Finance Analyst,Human Resources,5,Travel_Rarely,129934,79,1275,17012,19,3,4,1,3,1,3,2,4,32,0,10,13,10,3,4,Yes,17,80,1,Y,11-05-1991,No
EMP0615,41,Female,Divorced,Sales,Sales Director,Technical Degree,4,Travel_Frequently,148501,35,812,17833,18,3,5,1,4,1,4,4,2,27,15,9,8,6,1,2,Yes,22,80,1,Y,21-01-1996,No
EMP0616,22,Male,Married,Research & Development,Lab Technician,Human Resources,2,Travel_Rarely,56950,79,912,25161,17,2,3,2,1,3,3,4,4,7,14,8,9,16,1,4,Yes,14,80,1,Y,03-03-2016,No
EMP0617,51,Female,Single,Finance,Finance Manager,Other,2,Travel_Frequently,75654,109,1422,21589,11,1,1,4,2,4,4,3,3,0,12,5,14,27,5,6,No,19,80,1,Y,14-10-2023,No
EMP0618,42,Female,Divorced,Human Resources,Recruiter,Medical,5,Non-Travel,122422,95,995,13041,13,1,4,4,1,2,1,4,4,21,6,14,6,16,1,3,Yes,24,80,1,Y,30-06-2002,No
EMP0619,41,Male,Single,Human Resources,HR Director,Other,3,Travel_Frequently,124934,144,928,22791,19,2,3,2,3,2,2,1,3,5,2,0,4,9,6,7,Yes,7,80,1,Y,18-11-2018,No
EMP0620,27,Female,Divorced,Marketing,Marketing Executive,Other,1,Travel_Rarely,134975,30,1269,5807,19,1,5,4,4,1,3,4,1,20,12,8,0,25,3,5,No,11,80,1,Y,01-09-2003,No
EMP0621,43,Male,Single,Research & Development,Lab Technician,Marketing,3,Travel_Frequently,106186,86,704,5173,15,2,3,1,3,2,4,4,2,31,15,10,11,5,0,5,Yes,7,80,1,Y,20-10-1992,No
EMP0622,39,Female,Married,Research & Development,Data Analyst,Technical Degree,3,Travel_Frequently,119234,59,1240,19857,22,2,3,3,4,2,4,1,2,34,0,6,5,16,6,5,Yes,13,80,1,Y,29-04-1989,Yes
EMP0623,29,Female,Single,Marketing,Content Writer,Human Resources,1,Non-Travel,117326,87,514,16212,23,0,3,2,2,4,3,1,3,14,0,5,12,15,4,3,No,28,80,1,Y,19-11-2009,Yes
EMP0624,53,Female,Divorced,Finance,Finance Analyst,Marketing,2,Travel_Frequently,92527,136,276,21722,16,1,3,1,1,2,3,3,3,4,15,5,16,38,1,2,Yes,24,80,1,Y,16-01-2019,Yes
EMP0625,54,Female,Single,Research & Development,Lab Technician,Life Sciences,2,Travel_Rarely,101704,81,1177,12199,21,2,3,2,3,2,1,2,2,5,1,3,8,25,3,9,No,23,80,1,Y,20-02-2018,No
EMP0626,37,Female,Married,Human Resources,Recruiter,Life Sciences,1,Travel_Frequently,111952,66,1098,22941,23,1,3,3,2,3,3,4,4,24,17,3,0,3,0,5,No,21,80,1,Y,18-07-1999,No
EMP0627,33,Female,Married,Human Resources,HR Executive,Marketing,4,Travel_Frequently,75782,77,1388,4412,16,1,2,1,2,3,4,2,4,28,17,10,11,19,2,5,No,26,80,1,Y,22-02-1995,No
EMP0628,59,Female,Single,Sales,Sales Executive,Medical,3,Travel_Frequently,86116,116,1247,18093,20,3,5,1,1,3,1,3,4,6,4,2,0,10,6,1,Yes,24,80,1,Y,03-12-2017,No
EMP0629,55,Male,Divorced,Research & Development,R&D Manager,Marketing,5,Travel_Rarely,104626,30,911,20535,14,1,1,3,3,3,1,1,2,12,4,7,3,22,6,9,No,14,80,1,Y,05-12-2011,No
EMP0630,35,Male,Married,Finance,Accountant,Marketing,2,Travel_Frequently,61015,48,1258,5182,11,2,5,3,1,3,2,1,1,17,7,7,6,32,6,8,Yes,24,80,1,Y,07-07-2006,No
EMP0631,57,Male,Married,Marketing,Marketing Manager,Technical Degree,5,Travel_Rarely,117877,75,1053,26546,15,0,4,4,1,4,2,1,3,1,8,1,4,30,6,3,No,11,80,1,Y,05-02-2022,No
EMP0632,54,Male,Single,Marketing,Content Writer,Life Sciences,1,Travel_Frequently,30339,96,1361,22948,23,1,4,1,4,2,2,3,3,7,13,4,4,6,2,3,No,8,80,1,Y,16-10-2016,No
EMP0633,44,Female,Married,Finance,CFO,Life Sciences,5,Non-Travel,149563,31,908,3014,11,2,5,3,4,1,3,4,2,10,12,12,6,21,5,9,No,12,80,1,Y,09-01-2013,No
EMP0634,23,Female,Married,Operations,Supply Chain Manager,Human Resources,5,Non-Travel,146778,85,464,19988,11,3,3,3,1,4,1,3,1,32,17,8,16,4,4,7,Yes,15,80,1,Y,10-04-1991,Yes
EMP0635,42,Female,Divorced,IT,IT Manager,Other,3,Non-Travel,112493,130,532,19253,21,1,2,1,4,1,3,1,2,26,3,11,11,36,3,2,No,10,80,1,Y,14-11-1997,No
EMP0636,23,Male,Divorced,Sales,Account Manager,Marketing,1,Travel_Rarely,144526,46,387,8913,15,0,1,4,3,3,1,4,4,19,17,13,14,0,3,9,Yes,22,80,1,Y,02-11-2004,Yes
EMP0637,48,Male,Divorced,Marketing,Marketing Executive,Marketing,5,Travel_Rarely,136648,121,1286,4727,15,1,3,2,4,2,4,1,4,11,14,14,2,5,1,6,No,2,80,1,Y,29-04-2012,No
EMP0638,30,Male,Single,Research & Development,Research Scientist,Medical,2,Travel_Rarely,40163,111,1019,4852,17,2,5,4,2,3,3,1,3,30,6,8,16,3,0,6,No,24,80,1,Y,11-09-1993,Yes
EMP0639,22,Female,Married,Sales,Sales Executive,Life Sciences,1,Travel_Frequently,102508,126,1394,11077,12,1,5,3,1,4,1,3,3,26,12,6,13,29,4,1,Yes,13,80,1,Y,29-07-1997,No
EMP0640,32,Male,Single,Research & Development,Research Scientist,Medical,2,Travel_Rarely,54619,108,498,20992,16,1,2,2,1,1,2,3,3,31,1,13,14,29,0,2,No,10,80,1,Y,29-03-1992,No
EMP0641,24,Female,Married,Operations,Supply Chain Manager,Technical Degree,4,Travel_Rarely,27126,51,400,3273,12,3,2,2,3,2,2,2,3,9,8,3,14,16,6,3,No,17,80,1,Y,07-02-2014,No
EMP0642,44,Male,Married,Human Resources,HR Manager,Human Resources,5,Travel_Rarely,79926,134,1358,9649,23,1,5,4,1,4,4,1,4,2,4,3,14,23,6,1,Yes,25,80,1,Y,08-07-2021,No
EMP0643,47,Female,Married,Sales,Sales Executive,Medical,1,Travel_Rarely,55633,56,471,3955,20,0,3,2,4,4,3,4,4,26,0,9,10,30,6,8,Yes,25,80,1,Y,28-05-1997,No
EMP0644,25,Male,Divorced,Marketing,Marketing Executive,Life Sciences,2,Non-Travel,18317,84,734,10778,15,1,3,3,2,2,1,1,1,34,12,10,9,27,4,9,No,22,80,1,Y,03-10-1989,Yes
EMP0645,39,Female,Single,Sales,Account Manager,Technical Degree,5,Travel_Frequently,59980,130,1310,26776,14,3,3,1,1,2,2,4,3,30,5,6,8,3,3,5,No,10,80,1,Y,29-12-1993,No
EMP0646,27,Male,Single,Sales,Sales Director,Marketing,3,Non-Travel,59115,61,230,6549,21,2,1,1,4,4,1,2,2,14,9,2,2,38,3,0,No,22,80,1,Y,17-01-2009,No
EMP0647,56,Male,Married,Sales,Account Manager,Technical Degree,2,Travel_Frequently,58158,89,1344,17863,20,1,1,1,2,1,3,1,1,15,10,2,0,18,4,0,Yes,6,80,1,Y,25-06-2008,No
EMP0648,43,Female,Single,IT,Data Engineer,Other,2,Travel_Frequently,120364,138,268,13809,15,1,3,4,1,1,2,4,1,12,15,4,10,23,0,7,Yes,27,80,1,Y,05-07-2011,No
EMP0649,36,Female,Divorced,Sales,Account Manager,Medical,4,Non-Travel,30504,112,1082,10302,12,3,5,1,1,4,4,4,4,34,0,10,15,6,5,5,No,20,80,1,Y,02-11-1989,No
EMP0650,43,Male,Single,Research & Development,Research Scientist,Life Sciences,3,Travel_Rarely,52196,57,1160,10100,18,3,2,1,1,4,4,2,3,10,4,12,2,8,2,9,Yes,1,80,1,Y,28-08-2013,No
EMP0651,58,Female,Married,Human Resources,HR Manager,Medical,4,Non-Travel,80938,57,1026,4911,18,3,4,1,2,3,3,3,1,20,5,5,8,21,2,6,Yes,17,80,1,Y,17-12-2003,No
EMP0652,33,Male,Divorced,Operations,Supply Chain Manager,Marketing,3,Travel_Frequently,72388,149,1123,14091,16,1,2,2,1,3,3,2,3,10,5,7,10,1,6,5,No,1,80,1,Y,30-04-2013,Yes
EMP0653,59,Female,Divorced,Finance,Finance Analyst,Marketing,2,Travel_Frequently,70501,103,1369,11099,13,0,2,2,1,1,1,4,4,29,4,0,16,26,1,1,Yes,5,80,1,Y,12-01-1994,No
EMP0654,39,Male,Married,Sales,Sales Director,Life Sciences,4,Travel_Rarely,42043,113,1183,24252,14,3,4,2,4,3,4,2,1,34,5,6,0,15,1,2,Yes,29,80,1,Y,30-05-1989,No
EMP0655,56,Female,Single,Marketing,Marketing Executive,Other,5,Non-Travel,48635,54,680,7663,11,2,3,3,4,1,3,3,1,21,12,7,8,4,5,7,Yes,15,80,1,Y,26-03-2002,No
EMP0656,51,Male,Married,Sales,Sales Manager,Human Resources,3,Travel_Frequently,95691,114,1486,13881,19,1,2,3,4,2,3,1,2,30,0,4,2,11,0,3,Yes,23,80,1,Y,11-08-1993,No
EMP0657,45,Male,Single,Marketing,Marketing Manager,Technical Degree,2,Non-Travel,48132,107,492,16368,20,2,4,3,4,3,4,2,4,13,0,11,9,25,5,7,Yes,1,80,1,Y,02-04-2010,Yes
EMP0658,51,Male,Single,Research & Development,R&D Manager,Technical Degree,1,Travel_Rarely,30366,115,285,18938,15,2,5,1,1,1,1,2,2,23,13,9,4,14,3,2,No,17,80,1,Y,16-01-2000,No
EMP0659,35,Female,Divorced,Marketing,Content Writer,Marketing,3,Travel_Rarely,108944,146,1239,10298,24,0,5,2,2,1,1,1,4,31,7,14,10,2,0,1,Yes,14,80,1,Y,03-05-1992,Yes
EMP0660,27,Male,Married,Finance,Finance Analyst,Medical,3,Travel_Frequently,130267,55,927,5336,18,2,5,3,1,4,4,2,2,31,8,1,4,8,4,6,Yes,13,80,1,Y,03-10-1992,Yes
EMP0661,24,Female,Divorced,Human Resources,HR Director,Medical,5,Travel_Rarely,54236,137,827,8369,13,3,3,4,3,1,4,3,4,14,9,3,11,27,6,0,Yes,28,80,1,Y,20-03-2009,No
EMP0662,37,Female,Married,Marketing,Content Writer,Other,3,Travel_Frequently,19150,104,317,4534,14,3,2,2,2,3,4,4,4,34,5,5,13,38,2,2,Yes,11,80,1,Y,06-10-1989,No
EMP0663,28,Female,Married,Marketing,Marketing Manager,Human Resources,3,Travel_Frequently,126369,148,469,4226,14,1,2,1,3,4,4,2,1,2,8,14,11,35,1,1,No,12,80,1,Y,29-03-2021,No
EMP0664,35,Male,Divorced,Human Resources,HR Executive,Medical,5,Travel_Rarely,34423,100,1178,21677,18,0,1,2,1,4,4,1,2,15,17,8,8,24,0,4,No,6,80,1,Y,10-07-2008,Yes
EMP0665,30,Female,Married,Finance,Finance Manager,Technical Degree,5,Travel_Rarely,19137,46,1054,11585,22,0,5,1,2,3,3,1,2,4,14,1,6,27,0,1,Yes,11,80,1,Y,21-07-2019,No
EMP0666,36,Female,Married,Sales,Sales Executive,Medical,4,Non-Travel,44992,111,361,2166,19,2,3,3,2,2,2,2,2,20,3,14,15,20,4,9,No,2,80,1,Y,12-05-2003,No
EMP0667,42,Female,Single,Marketing,Content Writer,Human Resources,2,Non-Travel,125540,36,899,12902,13,0,4,1,4,3,4,1,1,9,1,3,6,28,6,4,Yes,18,80,1,Y,16-08-2014,No
EMP0668,56,Male,Married,Human Resources,HR Executive,Technical Degree,2,Travel_Frequently,130140,85,1327,5624,17,2,3,1,1,3,2,4,3,18,5,9,13,24,6,2,No,12,80,1,Y,05-03-2005,No
EMP0669,23,Female,Married,Research & Development,Data Analyst,Medical,4,Non-Travel,136225,93,366,20731,19,2,2,4,3,4,1,4,4,24,16,4,7,29,3,8,Yes,29,80,1,Y,30-03-1999,No
EMP0670,48,Female,Divorced,Human Resources,HR Executive,Technical Degree,2,Travel_Frequently,81917,49,499,19788,12,0,5,2,2,3,3,1,2,3,6,13,2,38,6,9,Yes,23,80,1,Y,11-10-2020,No
EMP0671,23,Female,Divorced,Research & Development,R&D Manager,Marketing,3,Travel_Rarely,88690,67,227,24562,14,1,1,1,2,2,2,2,4,28,14,7,1,10,3,8,No,15,80,1,Y,04-12-1995,No
EMP0672,56,Female,Married,Finance,Finance Manager,Marketing,4,Travel_Rarely,49235,104,761,11717,13,2,3,4,4,2,1,2,1,18,1,7,4,18,6,7,Yes,9,80,1,Y,09-04-2005,No
EMP0673,39,Male,Single,Sales,Sales Executive,Other,4,Non-Travel,34122,137,1082,14601,18,3,1,4,2,2,1,1,4,1,11,1,7,10,6,4,No,8,80,1,Y,14-10-2022,No
EMP0674,35,Male,Single,Human Resources,HR Executive,Marketing,2,Travel_Frequently,38956,87,355,15103,14,3,2,4,4,4,1,4,1,9,9,5,8,24,2,9,Yes,18,80,1,Y,18-05-2014,No
EMP0675,41,Female,Divorced,Operations,Operations Analyst,Medical,1,Travel_Frequently,78879,45,1344,15030,19,0,4,3,2,3,4,4,3,24,16,5,1,0,5,6,No,16,80,1,Y,09-08-1999,No
EMP0676,39,Female,Married,Operations,Operations Manager,Human Resources,2,Non-Travel,73560,80,851,4774,11,0,3,3,2,1,3,2,2,19,17,12,14,31,5,1,No,23,80,1,Y,24-08-2004,No
EMP0677,31,Female,Married,IT,IT Manager,Technical Degree,1,Travel_Frequently,125310,148,1020,11017,11,2,2,1,1,3,1,4,1,18,15,14,7,20,1,2,No,21,80,1,Y,03-04-2005,No
EMP0678,46,Female,Single,Marketing,Content Writer,Life Sciences,4,Travel_Frequently,16168,56,760,12150,14,2,5,2,2,2,4,3,4,22,9,13,9,12,3,1,No,29,80,1,Y,03-07-2001,No
EMP0679,23,Male,Single,Finance,Accountant,Marketing,1,Travel_Rarely,60124,80,1387,5739,13,3,3,3,4,3,2,4,1,23,7,4,6,33,3,9,Yes,27,80,1,Y,19-05-2000,Yes
EMP0680,46,Male,Single,Human Resources,HR Director,Marketing,3,Travel_Frequently,67797,104,1285,16911,13,2,1,3,4,4,3,2,1,10,12,7,0,16,3,0,Yes,10,80,1,Y,03-01-2014,No
EMP0681,54,Male,Divorced,Operations,Operations Analyst,Life Sciences,5,Travel_Frequently,50294,45,511,26402,20,3,3,1,4,3,2,4,3,33,15,9,1,18,5,2,No,12,80,1,Y,17-02-1990,No
EMP0682,57,Male,Married,Marketing,Brand Manager,Life Sciences,1,Travel_Frequently,18516,116,575,6464,22,2,2,1,3,4,2,4,2,27,7,1,2,9,0,3,Yes,29,80,1,Y,23-04-1996,Yes
EMP0683,52,Female,Divorced,Operations,Operations Analyst,Medical,5,Non-Travel,45373,89,349,26125,12,1,2,3,2,1,4,1,1,4,11,13,13,8,6,8,Yes,20,80,1,Y,22-06-2019,No
